Review,Label,Label_model,Prob_model
"Enak masakannya, kalo berani bumbunya lagi mungkin lebih enak lagi yakin deh... Overall Ok sih buat yg suka seafood",,positif,0.5731615453565971
"Harga terjangkau,pokoknya sak joseeee💙💚❤ …",,positif,0.7383212490803368
"Karyawan nya kompak dan ramah,mantap",,positif,0.6784499332251911
"Gak heran selalu ramai dan antri, rasa pesanan cocok semua. Ikan saos padang enak, kangkung belacan berasa belacannya, yg unik terong saos mentega, kenyal dibalut tepung dan disiram saos gurih. Ketika ramai musti antri utk dpt seat, tp …",,negatif,0.602262691303343
"Rasanya sebenernya enak, cuma di beberapa masakan terlalu over seasoning dan jadinya eneg, dan menurut saya kaya greeting ke pelanggan ndakusah terlalu over malah jadi ga tenang makannya 😓 …",,negatif,0.6699478561185058
"Makanannya sebenernya enak, cuma menurutku ini porsi nanggung bgt, banyak engga kurang iya. But over all puas sama pelayanannya. Dan yang penting Fresh yaa seafoodnya minim amis",,negatif,0.5462032380154
"Overal enak dan affordable, harga udah naik, sudah berbeda dengan apa yang tercantum di banner depan toko, tapi kalo untuk yang sudah berpenghasilan mungkin masih terjangkau, tapi kalo untuk mahasiswa menengah ke bawah kek saya mungkin bisa …",,negatif,0.6776004287080436
"Staffnya gercep dan semangat sekali,

Udang dan kerang asam manisnya menyegarkan, sambal nanasnya mantap, dorinya enak …",,positif,0.577844998541387
"Pelayanan sangat cepat, ramah dan kualitas makanan juara",,positif,0.6852698501671659
WAH INI ENAK BANGETTT. PELAYANNYA RAMAH SEMUAAA,,positif,0.6956059400166374
"Layanan oke, makanya beneran enak hanya mungkin asapnya bisa dikondisikan dikit.",,negatif,0.6109248027331825
"mantapp makan cumi, dori sama ikan cakalang puas bgt. mulai dari kematangan, kuah, bumbu dll semuanya joss. setau saya cuman disini seafood yg harganya murah dan enak rasanya, pegawai ramah ramah dan helpful",,positif,0.5868065981572101
"Eunaaak !
Pesen udang saos asam manis dan cumi goreng tepung 👍🏻 …",,negatif,0.774445412805645
Istimewa ikan bakarnya,,positif,0.5612744091016014
"Mau masuk semua karyawanya mengucapkan salam secara serentak, begitupun wkt kluar pulang. Cepat penyajiannya, harga bersahabat, rasa enak. Pertahankan.",,positif,0.5638223489743
"Selamat datang......

Eat …",,negatif,0.5868713038919461
"Makan seafood harga murah meriah kenyang,disambut selamat datang dr crew hahaha,tp ga ccok utk berlama2 karna antri dan panas ,secara kena asap dapur",,positif,0.5228874757721341
"Kepitingnya beneran yg byk dagingnya, tapi rasa saus nya agak kurang engga kayak saos padang. Overall enak enak kok, dan engga terlalu mahal",,negatif,0.7926102197998856
"Kepengen garagara liat storynya temen, nyobain lewat shopee ternyata enak pollll😭😭😭 beli udang goreng telur asin sama kerang saos padang polll enaknya😭😭😭 …",,negatif,0.6642833481592679
👍🏻 …,,negatif,0.5042016806722688
enak,,positif,0.6580443516654998
Worth for the price! Saran mungkin piring utk ikan bakarnya bisa pake yg lebih besar biar ga tumpah2 acarnya 😅 …,,negatif,0.6521254058196831
Enak harga sesuai rasa n kuantitas...... Joss.....,,positif,0.51149102513128
"Enak sekali, serasa makan di Sulawesi",,positif,0.5442186388654899
Pokoknya kalo ke jogja always nyempetin makan di zona seafood!! Bener2 lebih enak dr seafood2 pinggir laut sana. Cuma emang suka gerah bgt kalo lg nunggu makanan ...,,positif,0.6075203081592444
"Servicenya juara, karyawannya ramah banget ⭐
Makanannya enak, satu porsi bisa buat 2-3 orang. Ini ayam saos mentega rasanya asem manis gitu, cuma buat saya yang lidah Sumatera kurang pedas, tapi kalau standar Jogja udah enak 👍🏻 …",,positif,0.5302716326772745
"Tempat bersih, pelayanan ramah, harga aman di kantong, cepat, rasanya enak... Recommended",,positif,0.7376041956225129
"warung seafood terfavorit🥰 enak banget, ramah pelayannya …",,positif,0.8043943497315994
"Seafood yang dipakai fresh, staf sangat ramah, dan rasanya boleh diadu yaa. Aku lebih suka pilih meja di outdoor. Affordable seafood in town sih ini. Saos padangnya recomended 👍🏼 …",,positif,0.5708737022463799
"Zona Seafood merupakan pilihan tempat makan yang menarik di kawasan pinggir jalan utama, mudah ditemukan dan cukup strategis. Menu yang ditawarkan beragam, mulai dari olahan ikan laut hingga ikan air tawar. Saat datang, pengunjung disambut …",,positif,0.5686661830184487
Makanan dan pelayanannya sangat memuaskan banget🔥🔥 sangat recomended🔥🔥 …,,positif,0.759063640009743
makanan enak pelayanannya cepat dan ramah,,positif,0.712783097079537
Untuk makanan sih oke,,negatif,0.5398176432657205
"pelayanan ramah dari reservasi sampai selesai makan. tempatnya rame tapi ada jarak antara meja jadi tidak terasa padat. ikan laut saos telur asin nya top, kepiting saos padang mungkin agak terlalu asin (tapi ini preferensi sih). pokoknya saos2nya one of the best. ada musholla kecil jadi masih bisa utk bukber.",,negatif,0.7561441299005274
"""Ayo""
""TERIMA KASIH""
Gemetar itulah ciri khas mereka. …",,negatif,0.5397510633715028
"Makan enak, harga sangat murah untuk sekelas makanan seafood, bakar parape dan saos padangnya nendang gaes...",,positif,0.6229183289578162
"Datang dan pulang disambut sapaan khas seluruh staf. Layanan cepat, tidak menunggu lama pesanan sudah diantar. Kerang menteganya berasa sampai ke dalam, ikan bakarnya juga. Tidak mahal utk seafood sejenis.",,negatif,0.5801833146375285
Comfortable place kalau lagi bm seafood. Selalu tertegun kalau dengar sambutan dari karyawan disana. Kompakkk,,positif,0.6996940140599626
Enak & harga ok.,,negatif,0.536594619990693
"Ini masakanya luar biasa enak sih.. gada lawan... Favorit banget ... Paling suka kangkungnya , seger banget.. sama pelayanan nya lumayan cepet",,positif,0.7036209440478429
"Menunya banyak, seporsi bisa buat 2/3 orang kalau saya. Enak masakannya dan murah",,positif,0.6609625189887616
"mantab rasanya, harganya juga ok ga terlalu mahal. Baru sekali mencoba, next time ke Jogja, wajib datang lagi kesini. Pilihan menunya banyak dan enak semua.",,positif,0.5120571216785341
"Menu yang disajikan enak, pelayanan baik dan ramah, tempat bersih, cocok untuk makan bersama keluarga.",,positif,0.7235428227116223
"Makanan disini enak-enak, cepat pelayanannya, sempet kaget sih masuk disambut dengan ucapan selamat datang dengan nada keras..wkwkwk tapi sukaaa. Tempatnya nyaman, kesana sama suami dan anak, sampe jaket dan topi anakku ketinggalan dan …",,positif,0.6020722693212548
"Pelayanan cepat, ikan laut bumbu rica nya enak",,positif,0.6443252028388211
"Rasa masakannya enak, olahan lautnya segar semuanya gaada yang berbau/basi, porsi dan harganya juga standar, minusnya agak gerah dikit suasana didalam kalo dine in",,negatif,0.5087320119197909
"Rasanya mantap, bumbunya medok, dan fresh. Sambalnya mantap dan pedess. Pelayanan ramah dan lumayan cepet.",,positif,0.7010733720988538
"Pelayanan cepat dan ramah, makanan enak, kebersihan terjaga.",,positif,0.7218825964251002
"Enak semua!! Harga worth it!!
Tapi kerang dara besarnya udah bbrp waktu ga ada... Sedih...",,negatif,0.5881230329243671
"Menu foodnya seafood, ada udang, kerang, cumi, ikan gurame dan banyak lg, aku pesan udang goreng asam mentega, kerang dara rebus dan cha kangkung, rasanya enak dan ok banget, antri klo tiap weekend tp gak nunggu lama kok, jd recommended utk dicobain",,negatif,0.7096426150531708
"Tidak pernah gagal!!!
Sambutan yang mengejutkan, pelayanan yang baik, semua makanannya enak, worth it!!! Recomended ❤️",,positif,0.6179706821433996
"Murah, enak, dan yg paling penting higienis!!!
Luvvv, suka bgt sm zona seafood ♡♡♡",,positif,0.6750192788672945
"Pilihan restoran yang tepat untuk menyantap hidangan laut segar, banyak pilihan menunya. Bagian yang paling seru adalah saat masuk dan keluar restoran, Anda selalu disambut oleh suara ramah para karyawan. Mantap.",,positif,0.7106000134335311
Woke mantap pelayanan baik,,positif,0.771206536755586
"Mkanannya enak poll, pelayannan ramah dan cepat, wajib mampir pokoknya",,positif,0.7032965498739782
"Zona Seafood (Gejayan) adalah tempat yang cocok untuk kalian yang ingin bersantap bersama keluarga, teman, ataupun pasangan. Tempatnya di pinggir jalan raya, dan tempatnya besar. Tempat parkir khususnya ada, dan tempatnya sejuk.",,positif,0.6372610330809062
Makanan nya ok d. Space nya juga lumayan,,negatif,0.5648290553629608
Service nya mantap 👍 kerennn …,,positif,0.6277800180492663
"Kebetulan lokasi dekat dengan kos kosan. Terus pengen nyobain karena tempatnya selalu rame,
beli Cumi telur asin,tumis kangkung sama ikan bakar parape,paling suka sama …",,positif,0.6150730579347203
"Enak, worth it bgt buat makan seafood yang ga pengen lesehan",,positif,0.6269776816906476
Murah tur enak sih. Pelayanannya juga bagus banget. Nunggu lama ikannya doang karena dibakar dulu. Yang lain cepet kok. Makanannya juga enak2. Approve banget sih buat Ikan Bakar Bumbu Jimbarannya 👍 …,,positif,0.6106988420555303
"Porsinya banyaakk, menu nya lengkap, harga standard, tempatnya luas dan bersih",,positif,0.7180224846952794
Bakalan jd langganan neh,,positif,0.6228745841999244
"Pelayanan sangat ramah, harga standar, rasa paling enam tetap asam manis😁 …",,positif,0.5973242771513495
"Kesan pertama kali makan di Zona Seafood. Seru banget!!!

Sejak awal masuk disambut dengan ramah oleh pegawainya tetapi tidak hanya …",,positif,0.6650155412735753
"Dari tempat bersih , nyaman , karyawannya juga ramah ramah banget dari datang sampai pulang disambut. Untuk menu banyak pilihannya , rasanya juga enak pas dilidah dari harga cukup pas dikantong",,positif,0.7712742354821174
"Rasa 8/10. Tempat makan luas dan lumayan. Buat pacaran oke, buat makan sekeluarga juga yes.",,positif,0.76586089077303
"Enak, cepat saji, pegawai ramah",,positif,0.6036140680780787
"Mkanannya lumayan enak, harga juga gk terlalu mahal, karyawannya kompak ,ramah2 lg, recomend bgt pokok.ya , baru dateng udah d sapa seru bgttt👌 …",,negatif,0.5555116072920981
Cumi goreng tepungnya terbaik!,,negatif,0.5204119075129162
"Seafood nya okay... Sudah langganan cukup lama di sini... Pelayanan nya ramah dan sat set sat set... Yg belum pernah ku coba malah yg bakar"" nya... Porsi hidangan nya cukup saat ke sana 2 orang dng 2 menu kenyangg bangettt...",,positif,0.5929330978038376
"Kami pesan ikan bakar madu, kerang dara rebus besar, cumi telur asin dan semuanya enak. Sambalnya mantap. Best price. Tempatnya nyaman & bersih.",,positif,0.5619036506692134
"Terima kasih, makanan yang selalu menenangkan🤍 staf yang sangat baik💕 …",,positif,0.6565337306592643
"Selalu enak. Cuma tumben sih, buat kerang dara saos mentega nya kurang berasa. Tapi masakan lain tetep enak kok",,negatif,0.6650791903477915
"Makan nya enak2 , pelayanan mantap terbaik pokok nya",,positif,0.6636403666632903
"Baru 4 menit yg LaLu makan disitu,kepitingnya asin banget,jadi GK bisa menikmati,sudah gitu yg membuat saya kecewa,ada tambahan bayaran pajak Rp14.000,,pajak apa yaa,orang wifi aja GK ada...???,& seumur-umur baru kaLi ini makan ditempat makan tapi pengunjung yg disuruh bayar pajak,,!!!!aturan macam apa ini..???",,negatif,0.7343382129217244
Pelayanan sangat ramah dan profesional,,positif,0.7351040798904138
Enak makanannya dan tempatnya bersih...,,positif,0.7446268457530678
Luar biasa,,positif,0.5631269247233661
"Tempat makan seafood terenak dijogja dan murah meriahh! tidak sampai 5 menit sudah ready guys gilaa gak sih, cepett bangettt. Tempat dipinggir jalan tapi rasa dan pelayanan RESTORAN BINTANG 5. Mas2 pelayannya semua ramah. RECOMENDED BANGET POKOKE JOSSS 👌 (Sangat Puas) …",,positif,0.6930107174090139
"Makanannya not bad lah,kendala di parkiran terlalu mepet dengan jalan tapi bapak parkirnya sangat profesional dan ramah top bgt 👍👍 …",,negatif,0.6175052891851189
tukang parkir ga gercep,,negatif,0.5539309283201439
desain outdoornya keren,,positif,0.5821656561954339
Mantap.. Enak... Bersih,,positif,0.7114245312804963
👍👍👍 …,,negatif,0.5042016806722688
"Masakannya Enak semua, bersih porsi bnyk, kurang nya 1 ga bisa pake kartu debit kredit",,negatif,0.57404751228202
"Tempat yang direkomendasikan
Layanan yang direkomendasikan
Rasa yang direkomendasikan
Harga yang direkomendasikan",,negatif,0.5810862191356412
"Mantap,Porsinya banyaj banget bisa buat 2x makan, tp its okey bisa dibungkus jadi bisa dimakan lagi dirumah",,positif,0.5816773567095448
"Udang nya MANTAB,. Salut dengan experience saat ada pembeli masuk👍 …",,negatif,0.5496711078706771
Pelayanan sangat ramah dan kompak dalam menyambut tamu. Kualitas rasa the best pokoknya 👍😁😍 …,,positif,0.5960474972197549
Enakkk murah harga bersahabat,,positif,0.6981274326309871
"Saya datang ke sini hari kerja setelah makan malam sekitar pukul 19.30. Makanan datang sangat cepat, kurang dari 10 menit. Rasanya juga cukup konsisten setelah kunjungan ketiga. Sangat direkomendasikan untuk makanan yang menenangkan 🤌🏻 …",,positif,0.5539802647999205
Pelayanan ramah. Saat datang dan keluar Anda akan disapa seluruh karyawan.,,positif,0.6629774681194393
"Pengalaman makan bersama keluarga besar ROSE , hadew .... mau makan antri dulu untuk dapat tempat duduk ....
Tapi menunya,  jangan tanya resepnya bro .... nikmat semua dan pasti bikin lidah bergoyang-goyang .....",,positif,0.5576428233668939
Parkir 2 rb. Naik mtr mau puter balik masuk abang2 nya diem doang ngarahin pake tangan sambil duduk ga dibantu nyebrang atau ngarahin. Masuk2 di sambut dengan teriakan para chef2 nya dan di aba2 in sama kasir nya pas pulang juga bilang …,,negatif,0.5388001376068537
"Enak banget, lahaap hap makannya, pokoknya jgn mpe kelewatan makan disini, rekomen udang bakar madu 😍 …",,positif,0.755916095834956
makanannya enak harga murah. rekomendasi banged buat yang pecinta seafood.,,positif,0.801706805852096
Enaaakkk.... Suka yg ada bumbu telur asinnya.... Udang goreng telur asin enak,,negatif,0.6101870749455511
"layanan oke walau pas masuk tuh kaget karena diucapin selamat dateng rame2 wahahaha. makanan cepet datengnya. suasana juga enak, nyaman. tapi sayangnya, makanannya kayak kurang fresh (?) itu yg lada item luarnya panas tp dalemnya biasa aja …",,negatif,0.6117529220583402
"Pelayanan okee, masakannya mantap, responnya cepat!!!",,positif,0.7778066991015662
Mantapppp. Enak. Karyawannya ramah sekali. Makanan enak. Harga sama dg kualitas. Thank you ya,,positif,0.6994719543112242
Lumayanlah. Oke,,positif,0.5437371934061934
"Makanan enak , harga relatif terjangkau , pelayanan baik, parkir mudah , area meja makan indoornya agak pengap dengan asap bakaran sebaiknya ditambah exhaust dan kipas angin.",,negatif,0.553320628998179
"Menurut saya : Makanan enak, pelayanan bagus, cuma t4 nya perlu ditambah kipas angin /exhaust karna masih engap dan panas banget kalo didalam ruangan",,negatif,0.5999675612855041
"Enak,murah,gak amis,pegawai nya juga ramah bangettt recommended 👍 …",,positif,0.6408929579902434
cewek saya suka,,negatif,0.5714069407869601
"Aku kirain seafoodnya yg ORI gt. Pesan cumi asam manis ternyata cuminya pakai tepung.
Pesan udang saus padang-nya jg gt, dipakein tepung dl. Pdhl  berharapnya …",,negatif,0.7243947928006419
"Enak, pelayan ramah dan cepat sekali jadinya. Suka saos padangnya. Hanya ikan lautnya agak alot. Sofar oke lah besok mampir lagi 😁 …",,negatif,0.5471872945847018
"Heboh bener dateng dan pulang disambut kayak di resto sushi, diteriakin seluruh pelayan. Punya menu ikan laut yang beda-beda tiap harinya. Ke sini pesen kepiting large, dapet kepiting bakau 2 ekor. Ga gede kepitingnya, tapi bumbu lada hitam enakk! Pesen udang goreng mentega dan kerang ijo saos padang juga mantab!",,negatif,0.5631434652666822
"salah satu resto seafood terbaik di jogja.
pelayanan cepat , makanan enak",,positif,0.7032322363397772
"Makanan enak, pelayanan jg oke",,positif,0.614441552357621
"Menurutku masakannya terlalu maniss, tapi over all lumayan enakk, kalau kita lagi laperrrr masih oke lah, …",,negatif,0.5004457190377792
Lezat !!!,,positif,0.7039760835078511
Ikan laut parape nya 👍 …,,positif,0.6876950559451084
Bagus,,positif,0.5398972412869008
"Pertama kali makan di sini langsung jadi favorit 🤤 Pas datang hanya berdua jadi gak antri panjang langsung dapat tempat, pelayanannya juga cepat.
Pesan ikan, cumi, sayur kangkung, dan jamur—semua enak 👌🏻 Jamur telor asinnya sih juara, dibungkus dan dimakan besoknya masih kriuk 🫰🏻 …",,positif,0.5584774772813713
Pelayanannya OK bgt,,negatif,0.609830200268935
"Salah satu rekomendasi seafood di Jogja 👍. Rasanya enak, harga masih cukup terjangkau, dan pelayanan top. Untuk tempat juga bersih, cuma kurang luas aja. …",,positif,0.5244521888464401
"Ga sengaja lewat gejayan liat lampu terang, ternyata zona seafood buka hari pertama ( sy sdh sering makan yg di jalan magelang ) dan ternyata sama2 juaraaa .. murah cepat enakk 👍👍 …",,positif,0.5937155108589722
"Enakk! Keluarnya cepet, tempat juga bersih nyaman",,positif,0.7623902075164245
"Terletak di tepi jalan Gejayan sisi barat, tempat makan ini gampang ditemukan. Masakannya enak. Penyajian cepat. Staf ramah. Harga bersahabat. Tadi kami pesan cumi asam manis, dori lada hitam, bandeng tanpa duri saus Padang dan udang goreng. Udangnya krispi. Ada greeting dari semua staf untuk tamu yang datang dan pergi. Cukup unik",,negatif,0.5161395614766059
"one of the best seafood place di jogja. pelayanannya ramah, walaupun lagi rame ga perlu nunggu lama. rasa seafoodnya fresh dan pas perpaduan gurih dan pedas. porsinya juga cukup banyak untuk range harga yg ditawarkan. rekomendasi menu ada di kangkung balacan, cumi saus asin, dan ikan bakar jimbaran.",,positif,0.5991847160055617
Makanannya enak.. yg jls pegawainy smw ramah. Baik saat berkomunikasi scr online maupun saat bertemu langsung. Selain itu pembeli diberi kesempatan u menyampaikan komentar ttg makanan yg sdh dipesan. .. Terima kasih.,,positif,0.600352711257532
"Tertarik makan di sini karena liat review tempatnya bersih & makannya terlihat tasty. Pas datang disambut dengan para staff yg super ramah. Pesan terong telur asin, cah kangkung & udang asam manis. Untuk makan berdua ini porsinya kenyang …",,positif,0.6062129672476462
"Varian menunya macam-macam. Terenak adalah udang/cumi telur asin. Juaraaa!!! Menu lain yang pernah saya coba: saus padang b aja, saus mentega nope. …",,negatif,0.5635739548518346
Overall enak yg buat kurang tempe telur asin masa banyakan terigu nya makan tempe or makan terigu???,,negatif,0.6100687317822743
Terimakasehhhhhh,,negatif,0.5042016806722688
"Gila sih ini, pelayanannya oke dengan ciri khas menyambut pelanggan ketika keluar masuk warung. Masakannya juga enak enak, porsinya gede, dapet bonus satu porsi masakan udang mungkin grgr kesalahan dr karyawannya. Tapi overall oke banget, …",,positif,0.5968697888012823
"Pelayanannya ramah, makanannya enak2 semua suka dn cocok pokoknya agenda kalow ke jogja hrs mampir😋😊 …",,positif,0.7294696762079229
"Harga terjangkau, agak sulit di parkir sih
Rasa . Paling cocok sama sayur cah selada nya.
Enak bgt bumbu pas.. sayur fres …",,negatif,0.5579730571802511
"Lokasi strategis, persis di pinggir jalan.
Pelayanan gercep banget, mulai dari kasir, waiter/waitress, sampai ke juru masaknya. Di sana jumlah juru masaknya banyak, jadi pesenan bisa cepet diproses. …",,negatif,0.5458050320641902
